Table 1: Border Crossing/Entry Query Results at Port Level (Monthly)
Port Name, Year, Month, Trucks, Loaded Truck Containers, Empty Truck Containers, Trains, Loaded Rail Containers, Empty Rail Containers, Train Passengers, Buses, Bus Passengers, Personal Vehicles, Personal Vehicle Passengers, Pedestrians, 
AZ: Douglas                                                 , 2013, 01 - JAN, 2837, 1447, 1151, 0, 0, 0, 0, 167, 1377, 110131, 207226, 130477, 
AZ: Douglas                                                 , 2013, 02 - FEB, 2544, 1479, 866, 0, 0, 0, 0, 155, 1182, 108841, 200834, 128476, 
AZ: Douglas                                                 , 2013, 03 - MAR, 2495, 1422, 887, 0, 0, 0, 0, 219, 1812, 120347, 230816, 105975, 
AZ: Douglas                                                 , 2013, 04 - APR, 2865, 1448, 1165, 0, 0, 0, 0, 142, 1342, 128821, 229197, 133791, 
AZ: Douglas                                                 , 2013, 05 - MAY, 2750, 1431, 1177, 0, 0, 0, 0, 154, 1360, 129785, 232663, 133307, 
AZ: Douglas                                                 , 2013, 06 - JUN, 2604, 1331, 1041, 0, 0, 0, 0, 175, 1398, 125501, 219320, 136592, 
AZ: Douglas                                                 , 2013, 07 - JUL, 2743, 1444, 1111, 0, 0, 0, 0, 185, 1484, 123007, 231865, 137977, 
AZ: Douglas                                                 , 2013, 08 - AUG, 2788, 1513, 1130, 0, 0, 0, 0, 189, 1144, 125391, 229901, 182475, 
AZ: Douglas                                                 , 2013, 09 - SEP, 2568, 1454, 1037, 0, 0, 0, 0, 166, 791, 118938, 216376, 174904, 
AZ: Douglas                                                 , 2013, 10 - OCT, 3013, 1556, 1269, 0, 0, 0, 0, 173, 748, 127285, 226923, 173954, 
AZ: Douglas                                                 , 2013, 11 - NOV, 2746, 1366, 1141, 0, 0, 0, 0, 161, 787, 122438, 226262, 175727, 
AZ: Douglas                                                 , 2013, 12 - DEC, 2544, 1340, 988, 0, 0, 0, 0, 190, 1119, 130448, 252329, 190455, 
AZ: Lukeville                                               , 2013, 01 - JAN, 3, 0, 0, 0, 0, 0, 0, 39, 211, 17795, 35158, 3206, 
AZ: Lukeville                                               , 2013, 02 - FEB, 4, 0, 0, 0, 0, 0, 0, 37, 199, 16652, 31413, 2730, 
AZ: Lukeville                                               , 2013, 03 - MAR, 2, 0, 0, 0, 0, 0, 0, 53, 287, 31567, 65865, 4189, 
AZ: Lukeville                                               , 2013, 04 - APR, 4, 0, 0, 0, 0, 0, 0, 39, 211, 26292, 52153, 2198, 
AZ: Lukeville                                               , 2013, 05 - MAY, 2, 0, 0, 0, 0, 0, 0, 42, 226, 30073, 63128, 1568, 
AZ: Lukeville                                               , 2013, 06 - JUN, 1, 0, 0, 0, 0, 0, 0, 42, 226, 30868, 71530, 3463, 
AZ: Lukeville                                               , 2013, 07 - JUL, 1, 0, 0, 0, 0, 0, 0, 45, 243, 28586, 72607, 4877, 
AZ: Lukeville                                               , 2013, 08 - AUG, 1, 0, 0, 0, 0, 0, 0, 35, 189, 18807, 43454, 3560, 
AZ: Lukeville                                               , 2013, 09 - SEP, 1, 0, 0, 0, 0, 0, 0, 36, 194, 19663, 47302, 3119, 
AZ: Lukeville                                               , 2013, 10 - OCT, 17, 0, 0, 0, 0, 0, 0, 36, 194, 24794, 57332, 3031, 
AZ: Lukeville                                               , 2013, 11 - NOV, 14, 0, 0, 0, 0, 0, 0, 37, 199, 23331, 42452, 3723, 
AZ: Lukeville                                               , 2013, 12 - DEC, 3, 0, 0, 0, 0, 0, 0, 45, 243, 21569, 42345, 5035, 
AZ: Naco                                                    , 2013, 01 - JAN, 358, 140, 225, 0, 0, 0, 0, 0, 0, 21824, 38015, 6557, 
AZ: Naco                                                    , 2013, 02 - FEB, 316, 137, 180, 0, 0, 0, 0, 1, 48, 21009, 35735, 6406, 
AZ: Naco                                                    , 2013, 03 - MAR, 288, 134, 157, 0, 0, 0, 0, 1, 45, 23757, 42487, 7231, 
AZ: Naco                                                    , 2013, 04 - APR, 397, 189, 210, 0, 0, 0, 0, 1, 45, 23059, 39417, 6839, 
AZ: Naco                                                    , 2013, 05 - MAY, 363, 180, 192, 0, 0, 0, 0, 1, 20, 24746, 42797, 7259, 
AZ: Naco                                                    , 2013, 06 - JUN, 295, 123, 166, 0, 0, 0, 0, 2, 82, 23193, 41363, 4583, 
AZ: Naco                                                    , 2013, 07 - JUL, 330, 160, 178, 0, 0, 0, 0, 2, 92, 24040, 44494, 4454, 
AZ: Naco                                                    , 2013, 08 - AUG, 357, 154, 224, 0, 0, 0, 0, 3, 84, 24524, 44677, 7458, 
AZ: Naco                                                    , 2013, 09 - SEP, 326, 140, 194, 0, 0, 0, 0, 1, 31, 23618, 41505, 7915, 
AZ: Naco                                                    , 2013, 10 - OCT, 320, 108, 208, 0, 0, 0, 0, 2, 52, 23871, 41876, 8374, 
AZ: Naco                                                    , 2013, 11 - NOV, 316, 161, 223, 0, 0, 0, 0, 1, 16, 24335, 44955, 7183, 
AZ: Naco                                                    , 2013, 12 - DEC, 281, 256, 240, 0, 0, 0, 0, 2, 39, 26701, 51857, 6887, 
AZ: Nogales                                                 , 2013, 01 - JAN, 31560, 26404, 5290, 68, 3710, 2661, 272, 688, 14049, 240928, 498881, 231640, 
AZ: Nogales                                                 , 2013, 02 - FEB, 29652, 24710, 4887, 67, 3691, 2470, 268, 622, 9617, 220870, 423216, 213181, 
AZ: Nogales                                                 , 2013, 03 - MAR, 31908, 26867, 5028, 81, 4743, 3041, 324, 706, 15644, 258638, 541726, 257573, 
AZ: Nogales                                                 , 2013, 04 - APR, 36270, 30727, 5896, 79, 4319, 3204, 316, 662, 12213, 246143, 472177, 271769, 
AZ: Nogales                                                 , 2013, 05 - MAY, 37717, 33474, 5258, 71, 4389, 2913, 284, 720, 13899, 260534, 515871, 262866, 
AZ: Nogales                                                 , 2013, 06 - JUN, 25251, 20421, 4829, 73, 4480, 3217, 292, 682, 13811, 257777, 529054, 231755, 
AZ: Nogales                                                 , 2013, 07 - JUL, 16888, 11114, 5756, 73, 3784, 2645, 292, 743, 21409, 272434, 611143, 242825, 
AZ: Nogales                                                 , 2013, 08 - AUG, 15568, 9712, 5857, 74, 4595, 2449, 296, 715, 14668, 276533, 577485, 233906, 
AZ: Nogales                                                 , 2013, 09 - SEP, 14399, 9482, 4902, 68, 3822, 2428, 272, 674, 10274, 266736, 529632, 203344, 
