Table 1: Border Crossing/Entry Query Results at Port Level (Monthly)
Port Name, Year, Month, Trucks, Loaded Truck Containers, Empty Truck Containers, Trains, Loaded Rail Containers, Empty Rail Containers, Train Passengers, Buses, Bus Passengers, Personal Vehicles, Personal Vehicle Passengers, Pedestrians, 
AZ: Douglas                                                 , 2002, 01 - JAN, 2192, 1215, 820, 0, 0, 0, 0, 315, 2119, 178919, 787244, 50285, 
AZ: Douglas                                                 , 2002, 02 - FEB, 2049, 1061, 805, 0, 0, 0, 0, 352, 1789, 177214, 691135, 49607, 
AZ: Douglas                                                 , 2002, 03 - MAR, 2063, 1038, 817, 0, 0, 0, 0, 360, 2540, 200221, 680751, 58752, 
AZ: Douglas                                                 , 2002, 04 - APR, 2084, 1132, 831, 0, 0, 0, 0, 452, 2891, 198090, 633888, 54400, 
AZ: Douglas                                                 , 2002, 05 - MAY, 2104, 1113, 828, 0, 0, 0, 0, 579, 4053, 207232, 725312, 57960, 
AZ: Douglas                                                 , 2002, 06 - JUN, 1752, 948, 551, 0, 0, 0, 0, 549, 3843, 196646, 727590, 38171, 
AZ: Douglas                                                 , 2002, 07 - JUL, 1865, 1042, 636, 0, 0, 0, 0, 560, 4480, 206486, 722701, 49305, 
AZ: Douglas                                                 , 2002, 08 - AUG, 1740, 1130, 610, 0, 0, 0, 0, 558, 3236, 203545, 732762, 44488, 
AZ: Douglas                                                 , 2002, 09 - SEP, 1957, 1125, 659, 0, 0, 0, 0, 537, 4296, 192648, 616474, 40480, 
AZ: Douglas                                                 , 2002, 10 - OCT, 2305, 1364, 734, 0, 0, 0, 0, 602, 4816, 195758, 567698, 46007, 
AZ: Douglas                                                 , 2002, 11 - NOV, 2218, 1451, 571, 0, 0, 0, 0, 593, 4744, 185182, 462955, 72999, 
AZ: Douglas                                                 , 2002, 12 - DEC, 2033, 1150, 627, 0, 0, 0, 0, 623, 4984, 179593, 448982, 86535, 
AZ: Lukeville                                               , 2002, 01 - JAN, 322, 12, 310, 0, 0, 0, 0, 45, 1755, 31016, 89946, 2474, 
AZ: Lukeville                                               , 2002, 02 - FEB, 102, 12, 90, 0, 0, 0, 0, 39, 1548, 32041, 92918, 3450, 
AZ: Lukeville                                               , 2002, 03 - MAR, 121, 21, 100, 0, 0, 0, 0, 31, 1217, 50633, 147224, 8443, 
AZ: Lukeville                                               , 2002, 04 - APR, 105, 23, 82, 0, 0, 0, 0, 17, 675, 41526, 120236, 7589, 
AZ: Lukeville                                               , 2002, 05 - MAY, 137, 28, 109, 0, 0, 0, 0, 17, 652, 45692, 132846, 7397, 
AZ: Lukeville                                               , 2002, 06 - JUN, 118, 21, 105, 0, 0, 0, 0, 5, 119, 38659, 115977, 6906, 
AZ: Lukeville                                               , 2002, 07 - JUL, 89, 19, 96, 0, 0, 0, 0, 1, 28, 35291, 105873, 7579, 
AZ: Lukeville                                               , 2002, 08 - AUG, 122, 20, 103, 0, 0, 0, 0, 1, 53, 28964, 86892, 6993, 
AZ: Lukeville                                               , 2002, 09 - SEP, 103, 15, 91, 0, 0, 0, 0, 8, 226, 33057, 95865, 5281, 
AZ: Lukeville                                               , 2002, 10 - OCT, 124, 21, 103, 0, 0, 0, 0, 15, 517, 39138, 113119, 6633, 
AZ: Lukeville                                               , 2002, 11 - NOV, 98, 16, 82, 0, 0, 0, 0, 11, 406, 33289, 96174, 6762, 
AZ: Lukeville                                               , 2002, 12 - DEC, 111, 11, 100, 0, 0, 0, 0, 2, 54, 32788, 95085, 8829, 
AZ: Naco                                                    , 2002, 01 - JAN, 469, 304, 165, 0, 0, 0, 0, 0, 0, 27351, 65642, 6024, 
AZ: Naco                                                    , 2002, 02 - FEB, 401, 274, 140, 0, 0, 0, 0, 0, 0, 25286, 60686, 5362, 
AZ: Naco                                                    , 2002, 03 - MAR, 446, 265, 181, 0, 0, 0, 0, 0, 0, 29187, 70049, 6409, 
AZ: Naco                                                    , 2002, 04 - APR, 454, 301, 153, 0, 0, 0, 0, 40, 351, 27237, 65369, 5799, 
AZ: Naco                                                    , 2002, 05 - MAY, 432, 293, 141, 0, 0, 0, 0, 1, 25, 29347, 70433, 5833, 
AZ: Naco                                                    , 2002, 06 - JUN, 318, 216, 117, 0, 0, 0, 0, 0, 0, 26876, 64502, 5410, 
AZ: Naco                                                    , 2002, 07 - JUL, 310, 222, 87, 0, 0, 0, 0, 0, 0, 27732, 88742, 5635, 
AZ: Naco                                                    , 2002, 08 - AUG, 259, 153, 106, 0, 0, 0, 0, 0, 0, 28683, 106127, 6874, 
AZ: Naco                                                    , 2002, 09 - SEP, 236, 147, 89, 0, 0, 0, 0, 0, 0, 26446, 68760, 6792, 
AZ: Naco                                                    , 2002, 10 - OCT, 283, 180, 106, 0, 0, 0, 0, 0, 0, 27358, 73358, 5961, 
AZ: Naco                                                    , 2002, 11 - NOV, 230, 149, 81, 0, 0, 0, 0, 0, 0, 28788, 77728, 6157, 
AZ: Naco                                                    , 2002, 12 - DEC, 240, 151, 89, 0, 0, 0, 0, 0, 0, 33142, 115997, 6372, 
AZ: Nogales                                                 , 2002, 01 - JAN, 27396, 22478, 4918, 59, 3076, 1974, 236, 829, 12731, 338084, 715867, 394616, 
AZ: Nogales                                                 , 2002, 02 - FEB, 27246, 22277, 4969, 48, 3012, 2285, 192, 608, 9863, 328033, 690316, 413728, 
AZ: Nogales                                                 , 2002, 03 - MAR, 27551, 22536, 5015, 56, 3012, 2437, 224, 504, 4706, 321558, 733432, 472533, 
AZ: Nogales                                                 , 2002, 04 - APR, 21793, 21793, 5640, 49, 2885, 2524, 196, 600, 11133, 324622, 783047, 475110, 
AZ: Nogales                                                 , 2002, 05 - MAY, 24826, 19459, 5367, 57, 3204, 1848, 228, 480, 11070, 338567, 798768, 478967, 
AZ: Nogales                                                 , 2002, 06 - JUN, 18612, 13691, 4921, 47, 3032, 1388, 188, 449, 9124, 314670, 695268, 417101, 
AZ: Nogales                                                 , 2002, 07 - JUL, 13954, 8560, 5394, 54, 2101, 1256, 216, 635, 15893, 350260, 807520, 512957, 
AZ: Nogales                                                 , 2002, 08 - AUG, 13205, 8016, 5189, 54, 2540, 1201, 216, 484, 10818, 335177, 812973, 468148, 
AZ: Nogales                                                 , 2002, 09 - SEP, 11185, 6960, 4538, 41, 2135, 989, 164, 486, 7726, 328176, 710958, 459699, 
AZ: Nogales                                                 , 2002, 10 - OCT, 15566, 10686, 4880, 50, 2513, 1472, 200, 635, 8531, 349272, 686861, 498136, 
AZ: Nogales                                                 , 2002, 11 - NOV, 19448, 15086, 4362, 53, 2411, 1634, 0, 507, 10333, 313185, 667645, 626464, 
AZ: Nogales                                                 , 2002, 12 - DEC, 21455, 17666, 3789, 39, 1868, 1439, 156, 579, 13336, 337036, 786029, 694407, 
AZ: San Luis                                                , 2002, 01 - JAN, 3842, 2402, 1550, 0, 0, 0, 0, 13, 149, 259493, 596834, 325426, 
AZ: San Luis                                                , 2002, 02 - FEB, 3646, 2307, 1340, 0, 0, 0, 0, 13, 262, 248427, 571382, 302904, 
AZ: San Luis                                                , 2002, 03 - MAR, 3721, 2528, 1140, 0, 0, 0, 0, 10, 30, 265733, 797199, 337019, 
AZ: San Luis                                                , 2002, 04 - APR, 3332, 1951, 1395, 0, 0, 0, 0, 3, 81, 261208, 548537, 295066, 
AZ: San Luis                                                , 2002, 05 - MAY, 3238, 1702, 1383, 0, 0, 0, 0, 8, 108, 289890, 724725, 255972, 
AZ: San Luis                                                , 2002, 06 - JUN, 2488, 1215, 1286, 0, 0, 0, 0, 5, 37, 266352, 639245, 228180, 
AZ: San Luis                                                , 2002, 07 - JUL, 2406, 1143, 1291, 0, 0, 0, 0, 18, 99, 280062, 700155, 174033, 
AZ: San Luis                                                , 2002, 08 - AUG, 2478, 1148, 1317, 0, 0, 0, 0, 3, 95, 292211, 759749, 169789, 
AZ: San Luis                                                , 2002, 09 - SEP, 2485, 973, 1412, 0, 0, 0, 0, 14, 133, 286622, 659231, 184448, 
AZ: San Luis                                                , 2002, 10 - OCT, 3124, 1559, 1662, 0, 0, 0, 0, 9, 102, 297669, 625105, 233753, 
AZ: San Luis                                                , 2002, 11 - NOV, 3359, 1781, 1486, 0, 0, 0, 0, 3, 48, 280772, 701930, 259083, 
