Port Name,Year,Month,Trucks,Loaded Truck Containers,Empty Truck Containers,Trains,Loaded Rail Containers,Empty Rail Containers,Train Passengers,Buses,Bus Passengers,Personal Vehicles,Personal Vehicle Passengers,Pedestrians,City,State
AZ: Douglas                                                 ,2000, 10 - OCT,3051,1722,1151,0,0,0,0,310,310,189684,521631,50106,Douglas                                                 ,AZ
AZ: Douglas                                                 ,2000, 11 - NOV,3158,1668,1170,0,0,0,0,594,594,185953,511371,50626,Douglas                                                 ,AZ
AZ: Douglas                                                 ,2000, 12 - DEC,2999,1294,1025,0,0,0,0,895,895,194075,533706,66500,Douglas                                                 ,AZ
AZ: Lukeville                                               ,2000, 01 - JAN,269,32,33,0,0,0,0,26,1029,26988,73921,9300,Lukeville                                               ,AZ
AZ: Lukeville                                               ,2000, 02 - FEB,295,47,46,0,0,0,0,43,1677,27349,74936,8700,Lukeville                                               ,AZ
AZ: Lukeville                                               ,2000, 03 - MAR,363,47,49,0,0,0,0,51,1989,36732,98355,9300,Lukeville                                               ,AZ
AZ: Lukeville                                               ,2000, 04 - APR,383,31,36,0,0,0,0,47,1833,40742,111633,9000,Lukeville                                               ,AZ
AZ: Lukeville                                               ,2000, 05 - MAY,401,31,42,0,0,0,0,33,1287,44886,122987,9300,Lukeville                                               ,AZ
AZ: Lukeville                                               ,2000, 06 - JUN,331,35,22,0,0,0,0,29,1131,32542,89165,9000,Lukeville                                               ,AZ
AZ: Lukeville                                               ,2000, 07 - JUL,342,35,16,0,0,0,0,31,1209,33273,96492,9300,Lukeville                                               ,AZ
AZ: Lukeville                                               ,2000, 08 - AUG,257,20,9,0,0,0,0,26,1014,25657,74405,9300,Lukeville                                               ,AZ
AZ: Lukeville                                               ,2000, 09 - SEP,269,0,0,0,0,0,0,21,819,29781,86364,9000,Lukeville                                               ,AZ
AZ: Lukeville                                               ,2000, 10 - OCT,349,0,0,0,0,0,0,31,1209,38880,112752,9300,Lukeville                                               ,AZ
AZ: Lukeville                                               ,2000, 11 - NOV,298,0,0,0,0,0,0,36,1404,32971,95615,9000,Lukeville                                               ,AZ
AZ: Lukeville                                               ,2000, 12 - DEC,283,28,32,0,0,0,0,30,1162,30692,89013,9300,Lukeville                                               ,AZ
AZ: Naco                                                    ,2000, 01 - JAN,683,696,235,0,0,0,0,0,0,27980,72748,6815,Naco                                                    ,AZ
AZ: Naco                                                    ,2000, 02 - FEB,912,694,233,0,0,0,0,0,0,26130,67938,6992,Naco                                                    ,AZ
AZ: Naco                                                    ,2000, 03 - MAR,1183,810,372,0,0,0,0,0,0,27998,72795,8183,Naco                                                    ,AZ
AZ: Naco                                                    ,2000, 04 - APR,725,480,229,0,0,0,0,0,0,28658,74511,7072,Naco                                                    ,AZ
AZ: Naco                                                    ,2000, 05 - MAY,713,499,267,0,0,0,0,0,0,29046,75520,8250,Naco                                                    ,AZ
AZ: Naco                                                    ,2000, 06 - JUN,0,292,153,0,0,0,0,0,0,27390,71214,0,Naco                                                    ,AZ
AZ: Naco                                                    ,2000, 07 - JUL,704,331,284,0,0,0,0,0,0,29332,76263,9710,Naco                                                    ,AZ
AZ: Naco                                                    ,2000, 08 - AUG,814,174,182,0,0,0,0,0,0,29191,75897,10439,Naco                                                    ,AZ
AZ: Naco                                                    ,2000, 09 - SEP,718,0,0,0,0,0,0,0,0,26966,70112,8640,Naco                                                    ,AZ
AZ: Naco                                                    ,2000, 10 - OCT,995,0,0,0,0,0,0,0,0,27333,71066,9313,Naco                                                    ,AZ
AZ: Naco                                                    ,2000, 11 - NOV,980,0,0,0,0,0,0,0,0,27824,72342,8940,Naco                                                    ,AZ
AZ: Naco                                                    ,2000, 12 - DEC,710,0,0,0,0,0,0,0,0,31348,81505,8263,Naco                                                    ,AZ
AZ: Nogales                                                 ,2000, 01 - JAN,27659,23733,4865,56,2337,2569,336,738,9082,366594,989804,428057,Nogales                                                 ,AZ
AZ: Nogales                                                 ,2000, 02 - FEB,27525,22899,4626,59,2062,2235,354,698,7394,368223,994203,434432,Nogales                                                 ,AZ
AZ: Nogales                                                 ,2000, 03 - MAR,29066,22025,4852,59,2117,2424,354,898,10170,351079,947912,387003,Nogales                                                 ,AZ
AZ: Nogales                                                 ,2000, 04 - APR,26509,21969,4540,61,1745,2479,366,844,15341,341796,922948,389345,Nogales                                                 ,AZ
AZ: Nogales                                                 ,2000, 05 - MAY,25386,20869,5262,63,1750,2500,378,768,10682,383485,1035410,387369,Nogales                                                 ,AZ
AZ: Nogales                                                 ,2000, 06 - JUN,19266,14297,4969,132,1983,2294,792,731,9702,483956,1306680,391633,Nogales                                                 ,AZ
AZ: Nogales                                                 ,2000, 07 - JUL,13075,8036,5023,48,1612,1492,396,662,15225,378176,1033827,351893,Nogales                                                 ,AZ
AZ: Nogales                                                 ,2000, 08 - AUG,14359,8129,6139,61,2227,2028,366,728,11647,401082,1012537,352900,Nogales                                                 ,AZ
AZ: Nogales                                                 ,2000, 09 - SEP,13595,7968,6053,59,2405,1830,354,709,10007,382520,776086,338005,Nogales                                                 ,AZ
AZ: Nogales                                                 ,2000, 10 - OCT,16448,10514,6218,65,2218,2182,390,712,10428,394948,779997,318254,Nogales                                                 ,AZ
AZ: Nogales                                                 ,2000, 11 - NOV,20151,14492,5659,61,2129,1975,366,648,11924,407641,815476,381546,Nogales                                                 ,AZ
AZ: Nogales                                                 ,2000, 12 - DEC,21655,16450,5157,50,2664,1345,300,763,14869,422067,886792,517382,Nogales                                                 ,AZ
AZ: San Luis                                                ,2000, 01 - JAN,4231,1968,748,0,0,0,0,2,42,204376,572253,222059,San Luis                                                ,AZ
AZ: San Luis                                                ,2000, 02 - FEB,4115,2620,841,0,0,0,0,3,45,191197,535352,213775,San Luis                                                ,AZ
AZ: San Luis                                                ,2000, 03 - MAR,4919,2220,913,0,0,0,0,1,23,197041,551715,208937,San Luis                                                ,AZ
AZ: San Luis                                                ,2000, 04 - APR,3445,1254,636,0,0,0,0,11,168,188071,526599,221017,San Luis                                                ,AZ
AZ: San Luis                                                ,2000, 05 - MAY,2984,1061,712,0,0,0,0,1,44,224209,627785,245402,San Luis                                                ,AZ
AZ: San Luis                                                ,2000, 06 - JUN,2736,828,692,0,0,0,0,3,123,222519,556297,200416,San Luis                                                ,AZ
AZ: San Luis                                                ,2000, 07 - JUL,2495,796,930,0,0,0,0,1,40,222309,622465,189523,San Luis                                                ,AZ
AZ: San Luis                                                ,2000, 08 - AUG,2576,933,1079,0,0,0,0,2,56,227364,568410,174987,San Luis                                                ,AZ
AZ: San Luis                                                ,2000, 09 - SEP,2760,1358,1247,0,0,0,0,3,168,228041,638515,213859,San Luis                                                ,AZ
AZ: San Luis                                                ,2000, 10 - OCT,3554,1547,1122,0,0,0,0,5,118,236209,590523,268660,San Luis                                                ,AZ
AZ: San Luis                                                ,2000, 11 - NOV,3034,1869,1231,0,0,0,0,4,146,224590,628852,305164,San Luis                                                ,AZ
AZ: San Luis                                                ,2000, 12 - DEC,3499,2470,1228,0,0,0,0,2,66,231909,649345,360763,San Luis                                                ,AZ
AZ: Sasabe                                                  ,2000, 01 - JAN,269,0,0,0,0,0,0,0,0,3201,8323,274,Sasabe                                                  ,AZ
AZ: Sasabe                                                  ,2000, 02 - FEB,235,235,258,0,0,0,0,0,0,3129,8135,297,Sasabe                                                  ,AZ
AZ: Sasabe                                                  ,2000, 03 - MAR,184,61,123,0,0,0,0,0,0,3265,8489,299,Sasabe                                                  ,AZ
AZ: Sasabe                                                  ,2000, 04 - APR,185,0,0,0,0,0,0,0,0,2860,7150,165,Sasabe                                                  ,AZ
AZ: Sasabe                                                  ,2000, 05 - MAY,174,94,80,0,0,0,0,0,0,3011,7528,208,Sasabe                                                  ,AZ
AZ: Sasabe                                                  ,2000, 06 - JUN,186,97,89,0,0,0,0,0,0,2571,6499,209,Sasabe                                                  ,AZ
AZ: Sasabe                                                  ,2000, 07 - JUL,178,103,75,0,0,0,0,0,0,2843,7391,252,Sasabe                                                  ,AZ
AZ: Sasabe                                                  ,2000, 08 - AUG,208,0,0,0,0,0,0,0,0,2623,6820,179,Sasabe                                                  ,AZ
AZ: Sasabe                                                  ,2000, 09 - SEP,271,0,0,0,0,0,0,0,0,2501,6502,298,Sasabe                                                  ,AZ
AZ: Sasabe                                                  ,2000, 10 - OCT,211,0,0,0,0,0,0,0,0,2200,6684,213,Sasabe                                                  ,AZ
AZ: Sasabe                                                  ,2000, 11 - NOV,430,0,0,0,0,0,0,0,0,2372,6167,389,Sasabe                                                  ,AZ
AZ: Sasabe                                                  ,2000, 12 - DEC,121,0,0,0,0,0,0,0,0,2247,5842,350,Sasabe                                                  ,AZ
CA: Andrade                                                 ,2000, 01 - JAN,105,62,26,0,0,0,0,19,678,60470,180201,248924,Andrade                                                 ,CA
CA: Andrade                                                 ,2000, 02 - FEB,159,99,48,0,0,0,0,21,855,60061,178982,310134,Andrade                                                 ,CA
CA: Andrade                                                 ,2000, 03 - MAR,181,119,62,0,0,0,0,26,1080,61841,184286,276651,Andrade                                                 ,CA
CA: Andrade                                                 ,2000, 04 - APR,126,66,43,0,0,0,0,4,153,54648,162851,137984,Andrade                                                 ,CA
CA: Andrade                                                 ,2000, 05 - MAY,152,77,43,0,0,0,0,0,0,48962,145907,83992,Andrade                                                 ,CA
CA: Andrade                                                 ,2000, 06 - JUN,136,69,40,0,0,0,0,0,0,42228,125839,63923,Andrade                                                 ,CA
CA: Andrade                                                 ,2000, 07 - JUL,111,59,28,0,0,0,0,0,0,43594,129910,57675,Andrade                                                 ,CA
CA: Andrade                                                 ,2000, 08 - AUG,92,59,35,0,0,0,0,0,0,41852,124719,51966,Andrade                                                 ,CA
CA: Andrade                                                 ,2000, 09 - SEP,82,54,28,0,0,0,0,0,0,44630,132998,66705,Andrade                                                 ,CA
CA: Andrade                                                 ,2000, 10 - OCT,117,20,9,0,0,0,0,0,0,44780,133444,103301,Andrade                                                 ,CA
CA: Andrade                                                 ,2000, 11 - NOV,125,86,39,0,0,0,0,4,141,48524,144601,167710,Andrade                                                 ,CA
CA: Andrade                                                 ,2000, 12 - DEC,131,97,34,0,0,0,0,13,474,55273,164714,193735,Andrade                                                 ,CA
CA: Calexico                                                ,2000, 01 - JAN,0,0,0,0,0,0,0,84,903,574350,1711561,588262,Calexico                                                ,CA
CA: Calexico                                                ,2000, 02 - FEB,0,0,0,0,0,0,0,77,970,543503,1619638,577531,Calexico                                                ,CA
CA: Calexico                                                ,2000, 03 - MAR,0,585,575,0,0,0,0,81,817,584572,1742024,653278,Calexico                                                ,CA
CA: Calexico                                                ,2000, 04 - APR,0,0,0,0,0,0,0,67,1040,561092,1672054,646130,Calexico                                                ,CA
CA: Calexico                                                ,2000, 05 - MAY,0,0,0,0,0,0,0,100,1049,570052,1698754,754957,Calexico                                                ,CA
CA: Calexico                                                ,2000, 06 - JUN,0,0,0,0,0,0,0,75,784,579992,1728376,724456,Calexico                                                ,CA
CA: Calexico                                                ,2000, 07 - JUL,0,0,0,0,0,0,0,122,1642,560129,1669184,703911,Calexico                                                ,CA
CA: Calexico                                                ,2000, 08 - AUG,0,0,0,0,0,0,0,88,1062,544433,1622410,675327,Calexico                                                ,CA
CA: Calexico                                                ,2000, 09 - SEP,0,0,0,0,0,0,0,150,1427,548351,1628602,715372,Calexico                                                ,CA
CA: Calexico                                                ,2000, 10 - OCT,0,0,0,0,0,0,0,253,7772,580360,1729472,778853,Calexico                                                ,CA
CA: Calexico                                                ,2000, 11 - NOV,0,4765,3620,0,0,0,0,72,940,550542,1640615,734904,Calexico                                                ,CA
CA: Calexico                                                ,2000, 12 - DEC,0,0,0,0,0,9,9,97,961,547594,1631770,799343,Calexico                                                ,CA
CA: Calexico East                                           ,2000, 01 - JAN,22405,7723,7029,20,54,455,140,1,40,184098,548612,129,Calexico East                                           ,CA
CA: Calexico East                                           ,2000, 02 - FEB,23372,11385,9833,18,85,465,126,13,277,186333,555272,361,Calexico East                                           ,CA
CA: Calexico East                                           ,2000, 03 - MAR,25684,4777,4171,23,160,395,161,38,1210,169896,506290,67,Calexico East                                           ,CA
CA: Calexico East                                           ,2000, 04 - APR,21026,8939,7576,20,84,306,140,48,1865,194547,579750,300,Calexico East                                           ,CA
CA: Calexico East                                           ,2000, 05 - MAY,22962,11066,9833,21,106,360,147,22,563,206947,616702,178,Calexico East                                           ,CA
CA: Calexico East                                           ,2000, 06 - JUN,29155,11873,11324,22,151,257,154,13,339,184883,550951,128,Calexico East                                           ,CA
CA: Calexico East                                           ,2000, 07 - JUL,22182,9374,8351,20,196,321,140,20,456,208942,622647,49,Calexico East                                           ,CA
CA: Calexico East                                           ,2000, 08 - AUG,24003,3527,3372,21,202,283,147,2,60,210361,626875,165,Calexico East                                           ,CA
CA: Calexico East                                           ,2000, 09 - SEP,21297,10314,9819,20,103,280,140,16,320,236585,705023,270,Calexico East                                           ,CA
CA: Calexico East                                           ,2000, 10 - OCT,23137,8686,8129,21,119,382,147,22,880,254160,757396,255,Calexico East                                           ,CA
CA: Calexico East                                           ,2000, 11 - NOV,22285,4564,3615,19,65,334,133,15,350,242229,721842,278,Calexico East                                           ,CA
CA: Calexico East                                           ,2000, 12 - DEC,21303,8967,7550,16,73,353,112,12,525,271644,809499,113,Calexico East                                           ,CA
CA: Otay Mesa                                               ,2000, 01 - JAN,49378,24239,22843,12,33,271,24,3348,14609,417370,918214,45385,Otay Mesa                                               ,CA
CA: Otay Mesa                                               ,2000, 02 - FEB,53898,28149,25749,18,29,243,36,3171,13555,358033,787675,45567,Otay Mesa                                               ,CA
CA: Otay Mesa                                               ,2000, 03 - MAR,58836,30843,24818,9,7,315,18,3182,15764,415831,914828,53715,Otay Mesa                                               ,CA
CA: Otay Mesa                                               ,2000, 04 - APR,54239,29283,24956,16,68,319,32,3919,26606,385824,848813,39844,Otay Mesa                                               ,CA
CA: Otay Mesa                                               ,2000, 05 - MAY,59955,32591,27364,15,26,336,30,3641,26854,412025,906456,62946,Otay Mesa                                               ,CA
CA: Otay Mesa                                               ,2000, 06 - JUN,63547,34650,28897,15,0,243,30,4365,513477,438829,965424,78960,Otay Mesa                                               ,CA
CA: Otay Mesa                                               ,2000, 07 - JUL,60484,32650,25799,17,1,327,34,4088,24078,421022,926248,55371,Otay Mesa                                               ,CA
CA: Otay Mesa                                               ,2000, 08 - AUG,62780,33521,29248,22,0,271,44,4432,22675,431517,949337,52519,Otay Mesa                                               ,CA
CA: Otay Mesa                                               ,2000, 09 - SEP,58640,32132,26505,23,0,277,46,3710,17212,426884,939145,50421,Otay Mesa                                               ,CA
CA: Otay Mesa                                               ,2000, 10 - OCT,60034,33942,25523,21,3,222,42,5092,94251,408360,898392,61896,Otay Mesa                                               ,CA
CA: Otay Mesa                                               ,2000, 11 - NOV,56122,32510,24172,19,0,229,38,4559,47518,376296,827581,62026,Otay Mesa                                               ,CA
CA: Otay Mesa                                               ,2000, 12 - DEC,50427,26197,24832,17,0,297,34,4176,29176,353357,777385,40106,Otay Mesa                                               ,CA
CA: San Ysidro                                              ,2000, 01 - JAN,0,0,0,0,0,0,0,8217,62856,1256360,2763992,646408,San Ysidro                                              ,CA
CA: San Ysidro                                              ,2000, 02 - FEB,0,0,0,0,0,0,0,8047,60994,1142930,2514446,573075,San Ysidro                                              ,CA
CA: San Ysidro                                              ,2000, 03 - MAR,0,0,0,0,0,0,0,8462,66056,1292514,2843531,620657,San Ysidro                                              ,CA
CA: San Ysidro                                              ,2000, 04 - APR,0,0,0,0,0,0,0,8740,74120,1263780,2780316,616572,San Ysidro                                              ,CA
CA: San Ysidro                                              ,2000, 05 - MAY,0,0,0,0,0,0,0,8258,63286,1327486,2920469,638423,San Ysidro                                              ,CA
CA: San Ysidro                                              ,2000, 06 - JUN,0,0,0,0,0,0,0,8946,65157,1261124,277473,569077,San Ysidro                                              ,CA
CA: San Ysidro                                              ,2000, 07 - JUL,0,0,0,0,0,0,0,9210,83853,1297531,2854568,697891,San Ysidro                                              ,CA
CA: San Ysidro                                              ,2000, 08 - AUG,0,0,0,0,0,0,0,9315,75525,1314837,2892641,682501,San Ysidro                                              ,CA
CA: San Ysidro                                              ,2000, 09 - SEP,0,0,0,0,0,0,0,7510,59684,1196776,2632907,655765,San Ysidro                                              ,CA
CA: San Ysidro                                              ,2000, 10 - OCT,0,0,0,0,0,0,0,7153,52131,1309021,2879846,641446,San Ysidro                                              ,CA
CA: San Ysidro                                              ,2000, 11 - NOV,0,0,0,0,0,0,0,8410,54554,1248968,2747730,519250,San Ysidro                                              ,CA
CA: San Ysidro                                              ,2000, 12 - DEC,0,0,0,0,0,0,0,8976,65546,1326101,2917424,681385,San Ysidro                                              ,CA
CA: Tecate                                                  ,2000, 01 - JAN,4342,2170,2289,4,0,0,17,39,706,98787,294385,23285,Tecate                                                  ,CA
CA: Tecate                                                  ,2000, 02 - FEB,5034,2443,2591,11,0,0,27,51,735,92226,274833,22543,Tecate                                                  ,CA
CA: Tecate                                                  ,2000, 03 - MAR,5808,2939,2895,8,0,0,23,42,710,94271,280928,25229,Tecate                                                  ,CA
CA: Tecate                                                  ,2000, 04 - APR,5194,2788,2404,14,0,0,570,50,891,92938,276955,25040,Tecate                                                  ,CA
CA: Tecate                                                  ,2000, 05 - MAY,5869,3112,2915,3,0,0,595,35,595,91199,271773,24887,Tecate                                                  ,CA
CA: Tecate                                                  ,2000, 06 - JUN,5481,2895,2580,5,0,0,400,52,1033,96005,286095,23823,Tecate                                                  ,CA
CA: Tecate                                                  ,2000, 07 - JUL,5113,2680,2431,13,0,0,343,44,866,95681,285129,24621,Tecate                                                  ,CA
CA: Tecate                                                  ,2000, 08 - AUG,5728,3018,2798,2,0,0,139,41,782,101550,302619,25944,Tecate                                                  ,CA
CA: Tecate                                                  ,2000, 09 - SEP,5103,2727,2372,4,0,0,364,55,896,96774,288386,23214,Tecate                                                  ,CA
CA: Tecate                                                  ,2000, 10 - OCT,5729,2917,2810,3,0,0,362,112,2920,99315,295958,23907,Tecate                                                  ,CA
CA: Tecate                                                  ,2000, 11 - NOV,5017,2485,2534,8,0,0,402,45,700,96930,281097,20899,Tecate                                                  ,CA
CA: Tecate                                                  ,2000, 12 - DEC,4460,2120,2341,2,0,0,176,42,729,107795,242539,24764,Tecate                                                  ,CA
NM: Columbus                                                ,2000, 01 - JAN,193,71,120,0,0,0,0,1,25,32637,119984,13423,Columbus                                                ,NM
NM: Columbus                                                ,2000, 02 - FEB,212,81,112,0,0,0,0,0,0,30817,112433,14049,Columbus                                                ,NM
NM: Columbus                                                ,2000, 03 - MAR,243,88,152,0,0,0,0,3,71,33981,125608,14271,Columbus                                                ,NM
NM: Columbus                                                ,2000, 04 - APR,233,91,140,0,0,0,0,2,68,31904,120458,14601,Columbus                                                ,NM
NM: Columbus                                                ,2000, 05 - MAY,315,165,147,0,0,0,0,1,26,32580,120579,14567,Columbus                                                ,NM
NM: Columbus                                                ,2000, 06 - JUN,206,248,138,0,0,0,0,0,0,29829,110519,14296,Columbus                                                ,NM
NM: Columbus                                                ,2000, 07 - JUL,316,174,142,0,0,0,0,0,0,31655,115389,15158,Columbus                                                ,NM
NM: Columbus                                                ,2000, 08 - AUG,916,780,136,0,0,0,0,0,0,35594,132330,17444,Columbus                                                ,NM
NM: Columbus                                                ,2000, 09 - SEP,956,868,108,0,0,0,0,3,75,31832,118639,17508,Columbus                                                ,NM
NM: Columbus                                                ,2000, 10 - OCT,601,531,70,0,0,0,0,3,90,31149,115567,19042,Columbus                                                ,NM
NM: Columbus                                                ,2000, 11 - NOV,197,135,63,0,0,0,0,1,30,30105,111491,17482,Columbus                                                ,NM
NM: Columbus                                                ,2000, 12 - DEC,157,74,83,0,0,0,0,1,20,31639,111794,15868,Columbus                                                ,NM
NM: Santa Teresa                                            ,2000, 01 - JAN,2089,1456,600,0,0,0,0,2,28,7349,15428,213,Santa Teresa                                            ,NM
NM: Santa Teresa                                            ,2000, 02 - FEB,2499,1790,671,0,0,0,0,1,13,5979,12555,203,Santa Teresa                                            ,NM
NM: Santa Teresa                                            ,2000, 03 - MAR,2766,1992,712,0,0,0,0,2,43,6657,13980,488,Santa Teresa                                            ,NM
NM: Santa Teresa                                            ,2000, 04 - APR,3140,1746,665,0,0,0,0,3,77,6066,9099,440,Santa Teresa                                            ,NM
NM: Santa Teresa                                            ,2000, 05 - MAY,2757,1907,850,0,0,0,0,3,57,5258,11041,397,Santa Teresa                                            ,NM
NM: Santa Teresa                                            ,2000, 06 - JUN,2830,1837,968,0,0,0,0,1,1,4614,9689,312,Santa Teresa                                            ,NM
NM: Santa Teresa                                            ,2000, 07 - JUL,2564,1686,846,0,0,0,0,4,92,6262,13150,330,Santa Teresa                                            ,NM
NM: Santa Teresa                                            ,2000, 08 - AUG,2756,1800,938,0,0,0,0,0,0,4908,7362,277,Santa Teresa                                            ,NM
NM: Santa Teresa                                            ,2000, 09 - SEP,2811,1797,991,0,0,0,0,5,105,6211,13043,341,Santa Teresa                                            ,NM
NM: Santa Teresa                                            ,2000, 10 - OCT,2837,1849,978,0,0,0,0,11,427,7492,15582,205,Santa Teresa                                            ,NM
NM: Santa Teresa                                            ,2000, 11 - NOV,2709,1644,993,0,0,0,0,6,91,9123,19158,226,Santa Teresa                                            ,NM
NM: Santa Teresa                                            ,2000, 12 - DEC,2188,1277,797,0,0,0,0,3,61,13378,28094,210,Santa Teresa                                            ,NM
TX: Brownsville                                             ,2000, 01 - JAN,24915,10265,14421,59,1248,13075,0,1368,9286,639052,1597629,202385,Brownsville                                             ,TX
TX: Brownsville                                             ,2000, 02 - FEB,25223,10483,13663,54,1721,11685,0,1248,6977,615091,1537727,268867,Brownsville                                             ,TX
TX: Brownsville                                             ,2000, 03 - MAR,26860,10566,15682,61,1542,12650,0,1394,8035,683051,1707627,386845,Brownsville                                             ,TX
TX: Brownsville                                             ,2000, 04 - APR,24993,10635,13793,54,1302,12643,0,1278,7181,667948,1669869,215310,Brownsville                                             ,TX
TX: Brownsville                                             ,2000, 05 - MAY,27771,13326,15131,61,1434,14105,0,1329,7052,679049,1697623,235603,Brownsville                                             ,TX
TX: Brownsville                                             ,2000, 06 - JUN,27756,13463,14166,63,1470,12783,0,1380,6067,648824,1622059,239527,Brownsville                                             ,TX
TX: Brownsville                                             ,2000, 07 - JUL,25248,11055,13690,56,1353,12129,0,1437,9319,686527,1716316,291334,Brownsville                                             ,TX
TX: Brownsville                                             ,2000, 08 - AUG,27689,12685,15451,58,788,8058,0,1480,7795,640644,1601609,250932,Brownsville                                             ,TX
TX: Brownsville                                             ,2000, 09 - SEP,23784,10344,13478,55,779,6734,0,1378,5740,632320,1580799,198577,Brownsville                                             ,TX
TX: Brownsville                                             ,2000, 10 - OCT,23902,10876,13751,58,755,7269,0,1240,5378,632691,1581726,205791,Brownsville                                             ,TX
TX: Brownsville                                             ,2000, 11 - NOV,22183,9530,12597,58,551,7729,0,1169,5059,648175,1620438,242010,Brownsville                                             ,TX
TX: Brownsville                                             ,2000, 12 - DEC,18914,8562,12058,57,420,7580,0,1372,143,703883,1759708,280352,Brownsville                                             ,TX
TX: Del Rio                                                 ,2000, 01 - JAN,4979,3118,1860,0,0,0,0,598,598,170346,494003,22783,Del Rio                                                 ,TX
TX: Del Rio                                                 ,2000, 02 - FEB,5117,3287,1830,0,0,0,0,560,560,160097,464281,21324,Del Rio                                                 ,TX
TX: Del Rio                                                 ,2000, 03 - MAR,5689,3649,2040,0,0,0,0,598,598,173890,504281,24622,Del Rio                                                 ,TX
TX: Del Rio                                                 ,2000, 04 - APR,4768,3119,1648,0,0,0,0,579,579,170766,652622,23544,Del Rio                                                 ,TX
TX: Del Rio                                                 ,2000, 05 - MAY,5420,3486,1934,0,0,0,0,598,598,167332,485263,22024,Del Rio                                                 ,TX
TX: Del Rio                                                 ,2000, 06 - JUN,5436,3405,2031,0,0,0,0,579,579,156090,452661,19504,Del Rio                                                 ,TX
TX: Del Rio                                                 ,2000, 07 - JUL,4691,2917,1774,0,0,0,0,598,598,167140,484706,21767,Del Rio                                                 ,TX
TX: Del Rio                                                 ,2000, 08 - AUG,5525,3562,1963,0,0,0,0,598,598,157754,457486,21320,Del Rio                                                 ,TX
TX: Del Rio                                                 ,2000, 09 - SEP,4984,3163,1821,0,0,0,0,579,579,156449,453702,21892,Del Rio                                                 ,TX
TX: Del Rio                                                 ,2000, 10 - OCT,5444,3477,1967,0,0,0,0,598,598,156345,453401,21087,Del Rio                                                 ,TX
TX: Del Rio                                                 ,2000, 11 - NOV,5120,3391,1729,0,0,0,0,579,579,157943,458035,22016,Del Rio                                                 ,TX
TX: Del Rio                                                 ,2000, 12 - DEC,4055,2616,1439,0,0,0,0,589,589,174560,506225,23369,Del Rio                                                 ,TX
TX: Eagle Pass                                              ,2000, 01 - JAN,8402,4869,3667,105,3486,3804,420,228,228,277465,893663,78470,Eagle Pass                                              ,TX
TX: Eagle Pass                                              ,2000, 02 - FEB,9164,5213,3969,112,3350,4424,448,190,190,263810,659525,88931,Eagle Pass                                              ,TX
TX: Eagle Pass                                              ,2000, 03 - MAR,9481,5502,4058,126,4246,4259,504,221,221,287414,718536,90608,Eagle Pass                                              ,TX
TX: Eagle Pass                                              ,2000, 04 - APR,8549,4695,3903,117,3689,3702,468,193,193,285344,713360,81572,Eagle Pass                                              ,TX
TX: Eagle Pass                                              ,2000, 05 - MAY,9876,5847,3872,127,4324,3821,508,160,160,280610,701526,80126,Eagle Pass                                              ,TX
TX: Eagle Pass                                              ,2000, 06 - JUN,8941,5734,3861,216,3896,2486,864,205,205,264783,661958,72640,Eagle Pass                                              ,TX
TX: Eagle Pass                                              ,2000, 07 - JUL,8361,4072,3784,111,6253,4134,444,270,270,277901,694753,76533,Eagle Pass                                              ,TX
TX: Eagle Pass                                              ,2000, 08 - AUG,9610,5242,4307,116,3647,4010,464,230,230,274654,686636,73342,Eagle Pass                                              ,TX
TX: Eagle Pass                                              ,2000, 09 - SEP,8616,4913,3613,114,3192,4578,456,286,286,268761,671903,62837,Eagle Pass                                              ,TX
TX: Eagle Pass                                              ,2000, 10 - OCT,9281,5034,4086,107,2848,5446,428,203,1468,277144,692860,62197,Eagle Pass                                              ,TX
TX: Eagle Pass                                              ,2000, 11 - NOV,9289,4861,4484,102,1097,6282,408,235,2742,278560,696400,67651,Eagle Pass                                              ,TX
TX: Eagle Pass                                              ,2000, 12 - DEC,7322,3927,3382,95,870,6269,380,255,2375,321231,803078,85207,Eagle Pass                                              ,TX
TX: El Paso                                                 ,2000, 01 - JAN,56688,28428,25470,50,405,1921,100,575,11835,1307124,3790659,503982,El Paso                                                 ,TX
TX: El Paso                                                 ,2000, 02 - FEB,59433,28899,25413,50,542,2188,100,600,11094,1306407,3788580,363709,El Paso                                                 ,TX
TX: El Paso                                                 ,2000, 03 - MAR,64553,33798,29184,81,1050,2133,162,661,12887,1433789,4157988,467454,El Paso                                                 ,TX
TX: El Paso                                                 ,2000, 04 - APR,55632,30115,25941,84,1057,2435,168,605,12991,1393785,4041977,383820,El Paso                                                 ,TX
TX: El Paso                                                 ,2000, 05 - MAY,64942,32909,33119,87,1082,2505,174,601,11691,1374570,3986253,350888,El Paso                                                 ,TX
TX: El Paso                                                 ,2000, 06 - JUN,63225,32515,29351,98,827,1985,196,765,15123,1461566,4235244,604541,El Paso                                                 ,TX
TX: El Paso                                                 ,2000, 07 - JUL,55185,27357,24412,91,880,1520,182,660,16468,1392752,4038981,668816,El Paso                                                 ,TX
TX: El Paso                                                 ,2000, 08 - AUG,77419,29277,26444,87,628,1306,174,689,15181,1479922,4291774,663470,El Paso                                                 ,TX
TX: El Paso                                                 ,2000, 09 - SEP,59470,26189,26410,88,1196,2247,176,623,11053,1426954,4139166,613229,El Paso                                                 ,TX
