Table 1: Border Crossing/Entry Query Results at Port Level (Monthly)
Port Name, Year, Month, Trucks, Loaded Truck Containers, Empty Truck Containers, Trains, Loaded Rail Containers, Empty Rail Containers, Train Passengers, Buses, Bus Passengers, Personal Vehicles, Personal Vehicle Passengers, Pedestrians, 
AZ: Douglas                                                 , 2012, 01 - JAN, 2517, 1390, 930, 0, 0, 0, 0, 183, 3435, 113226, 209616, 89114, 
AZ: Douglas                                                 , 2012, 02 - FEB, 2613, 1409, 963, 0, 0, 0, 0, 149, 1730, 110918, 199786, 90687, 
AZ: Douglas                                                 , 2012, 03 - MAR, 2739, 1591, 938, 0, 0, 0, 0, 154, 1276, 116230, 217298, 108020, 
AZ: Douglas                                                 , 2012, 04 - APR, 2479, 1391, 877, 0, 0, 0, 0, 171, 1287, 116434, 219698, 106671, 
AZ: Douglas                                                 , 2012, 05 - MAY, 2664, 1541, 993, 0, 0, 0, 0, 166, 1312, 128001, 227569, 110587, 
AZ: Douglas                                                 , 2012, 06 - JUN, 2605, 1441, 971, 0, 0, 0, 0, 205, 1227, 121690, 216366, 84126, 
AZ: Douglas                                                 , 2012, 07 - JUL, 2813, 1571, 1011, 0, 0, 0, 0, 208, 2242, 111866, 219211, 76021, 
AZ: Douglas                                                 , 2012, 08 - AUG, 2916, 1645, 1052, 0, 0, 0, 0, 188, 1792, 119117, 226636, 91639, 
AZ: Douglas                                                 , 2012, 09 - SEP, 2414, 1286, 1003, 0, 0, 0, 0, 155, 1792, 119560, 217844, 91601, 
AZ: Douglas                                                 , 2012, 10 - OCT, 2911, 1552, 1136, 0, 0, 0, 0, 157, 1119, 120614, 215149, 115651, 
AZ: Douglas                                                 , 2012, 11 - NOV, 2656, 1362, 1037, 0, 0, 0, 0, 159, 1071, 110030, 209610, 94089, 
AZ: Douglas                                                 , 2012, 12 - DEC, 2309, 1240, 925, 0, 0, 0, 0, 170, 1387, 117436, 231709, 140632, 
AZ: Lukeville                                               , 2012, 01 - JAN, 2, 0, 0, 0, 0, 0, 0, 34, 174, 18968, 38527, 3051, 
AZ: Lukeville                                               , 2012, 02 - FEB, 3, 0, 0, 0, 0, 0, 0, 33, 167, 18401, 34862, 2945, 
AZ: Lukeville                                               , 2012, 03 - MAR, 2, 0, 0, 0, 0, 0, 0, 32, 172, 27313, 55857, 3290, 
AZ: Lukeville                                               , 2012, 04 - APR, 2, 0, 0, 0, 0, 0, 0, 30, 162, 26339, 55273, 3256, 
AZ: Lukeville                                               , 2012, 05 - MAY, 3, 0, 0, 0, 0, 0, 0, 33, 179, 26623, 57574, 2843, 
AZ: Lukeville                                               , 2012, 06 - JUN, 2, 0, 0, 0, 0, 0, 0, 33, 179, 27715, 65817, 2944, 
AZ: Lukeville                                               , 2012, 07 - JUL, 1, 0, 0, 0, 0, 0, 0, 31, 167, 26943, 72193, 4795, 
AZ: Lukeville                                               , 2012, 08 - AUG, 0, 0, 0, 0, 0, 0, 0, 32, 172, 17119, 39211, 3488, 
AZ: Lukeville                                               , 2012, 09 - SEP, 0, 0, 0, 0, 0, 0, 0, 30, 164, 17439, 38178, 2362, 
AZ: Lukeville                                               , 2012, 10 - OCT, 2, 0, 0, 0, 0, 0, 0, 34, 184, 23919, 49162, 2792, 
AZ: Lukeville                                               , 2012, 11 - NOV, 3, 0, 0, 0, 0, 0, 0, 31, 167, 22179, 42265, 3384, 
AZ: Lukeville                                               , 2012, 12 - DEC, 2, 0, 0, 0, 0, 0, 0, 37, 199, 17389, 32548, 4363, 
AZ: Naco                                                    , 2012, 01 - JAN, 292, 124, 265, 0, 0, 0, 0, 0, 0, 19675, 37422, 7147, 
AZ: Naco                                                    , 2012, 02 - FEB, 279, 128, 182, 0, 0, 0, 0, 8, 152, 18859, 34563, 6386, 
AZ: Naco                                                    , 2012, 03 - MAR, 414, 153, 300, 0, 0, 0, 0, 3, 64, 22934, 39125, 4537, 
AZ: Naco                                                    , 2012, 04 - APR, 345, 113, 257, 0, 0, 0, 0, 2, 42, 22819, 41283, 4302, 
AZ: Naco                                                    , 2012, 05 - MAY, 290, 135, 257, 0, 0, 0, 0, 1, 8, 23216, 40497, 5694, 
AZ: Naco                                                    , 2012, 06 - JUN, 303, 132, 202, 0, 0, 0, 0, 0, 0, 22944, 40431, 4494, 
AZ: Naco                                                    , 2012, 07 - JUL, 265, 133, 149, 0, 0, 0, 0, 5, 192, 23110, 43326, 4502, 
AZ: Naco                                                    , 2012, 08 - AUG, 316, 144, 206, 0, 0, 0, 0, 0, 0, 23405, 42987, 7398, 
AZ: Naco                                                    , 2012, 09 - SEP, 296, 107, 193, 0, 0, 0, 0, 1, 41, 22240, 40253, 7142, 
AZ: Naco                                                    , 2012, 10 - OCT, 307, 167, 191, 0, 0, 0, 0, 0, 0, 22438, 39744, 7851, 
AZ: Naco                                                    , 2012, 11 - NOV, 326, 175, 175, 0, 0, 0, 0, 1, 48, 23104, 42456, 7526, 
AZ: Naco                                                    , 2012, 12 - DEC, 295, 111, 165, 0, 0, 0, 0, 0, 0, 25672, 51118, 5917, 
AZ: Nogales                                                 , 2012, 01 - JAN, 31009, 25645, 5391, 43, 2116, 1568, 172, 702, 13074, 221967, 451026, 242591, 
AZ: Nogales                                                 , 2012, 02 - FEB, 31181, 26484, 4860, 54, 3588, 1474, 216, 647, 9857, 212212, 398908, 267137, 
AZ: Nogales                                                 , 2012, 03 - MAR, 33256, 28185, 5151, 62, 4209, 1943, 248, 692, 13116, 228612, 441977, 299826, 
AZ: Nogales                                                 , 2012, 04 - APR, 30600, 25690, 4948, 59, 3544, 1870, 236, 671, 13960, 222357, 461387, 298519, 
AZ: Nogales                                                 , 2012, 05 - MAY, 35366, 30352, 5013, 58, 3637, 1842, 232, 657, 12497, 231340, 444767, 282013, 
AZ: Nogales                                                 , 2012, 06 - JUN, 25642, 21051, 4946, 59, 4210, 2328, 236, 655, 13229, 219848, 433271, 252337, 
AZ: Nogales                                                 , 2012, 07 - JUL, 16260, 10967, 6138, 58, 3331, 1898, 232, 723, 21641, 242055, 535131, 242725, 
AZ: Nogales                                                 , 2012, 08 - AUG, 16070, 9985, 6116, 38, 1607, 1571, 152, 648, 13800, 244851, 499753, 244070, 
AZ: Nogales                                                 , 2012, 09 - SEP, 14919, 9364, 5722, 41, 1710, 2126, 164, 564, 9999, 236819, 467514, 234907, 
AZ: Nogales                                                 , 2012, 10 - OCT, 21147, 15621, 5517, 58, 2970, 2212, 232, 638, 10554, 244283, 474499, 264111, 
AZ: Nogales                                                 , 2012, 11 - NOV, 26081, 20468, 5613, 62, 3278, 2125, 248, 664, 12555, 245177, 512047, 279847, 
AZ: Nogales                                                 , 2012, 12 - DEC, 26095, 21825, 4649, 65, 3731, 2507, 260, 807, 15190, 273769, 609476, 330846, 
AZ: San Luis                                                , 2012, 01 - JAN, 4167, 3025, 1214, 0, 0, 0, 0, 0, 0, 214807, 386509, 271004, 
AZ: San Luis                                                , 2012, 02 - FEB, 4492, 3356, 1255, 0, 0, 0, 0, 0, 0, 211703, 354888, 235222, 
AZ: San Luis                                                , 2012, 03 - MAR, 4530, 3240, 1365, 0, 0, 0, 0, 3, 96, 219346, 387339, 244378, 
AZ: San Luis                                                , 2012, 04 - APR, 2953, 1807, 1164, 0, 0, 0, 0, 4, 97, 203212, 371926, 207697, 
AZ: San Luis                                                , 2012, 05 - MAY, 2880, 1737, 1188, 0, 0, 0, 0, 0, 0, 210720, 381073, 194306, 
AZ: San Luis                                                , 2012, 06 - JUN, 2191, 1104, 1141, 0, 0, 0, 0, 1, 22, 187153, 356245, 167096, 
AZ: San Luis                                                , 2012, 07 - JUL, 1958, 851, 1104, 0, 0, 0, 0, 2, 61, 209175, 345022, 166132, 
AZ: San Luis                                                , 2012, 08 - AUG, 1918, 941, 1062, 0, 0, 0, 0, 0, 0, 220189, 351615, 168927, 
AZ: San Luis                                                , 2012, 09 - SEP, 1696, 850, 861, 0, 0, 0, 0, 0, 0, 233018, 373284, 160606, 
AZ: San Luis                                                , 2012, 10 - OCT, 2093, 1141, 919, 0, 0, 0, 0, 0, 0, 254002, 405875, 206720, 
AZ: San Luis                                                , 2012, 11 - NOV, 2713, 1724, 1083, 0, 0, 0, 0, 2, 62, 256751, 416920, 224905, 
AZ: San Luis                                                , 2012, 12 - DEC, 3300, 2087, 995, 0, 0, 0, 0, 1, 1, 269651, 444355, 250328, 
AZ: Sasabe                                                  , 2012, 01 - JAN, 0, 17, 26, 0, 0, 0, 0, 0, 0, 1204, 2436, 81, 
AZ: Sasabe                                                  , 2012, 02 - FEB, 0, 16, 27, 0, 0, 0, 0, 0, 0, 1092, 2158, 80, 
AZ: Sasabe                                                  , 2012, 03 - MAR, 0, 16, 27, 0, 0, 0, 0, 0, 0, 1124, 2079, 78, 
AZ: Sasabe                                                  , 2012, 04 - APR, 0, 4, 31, 0, 0, 0, 0, 0, 0, 1342, 2638, 59, 
AZ: Sasabe                                                  , 2012, 05 - MAY, 0, 13, 26, 0, 0, 0, 0, 0, 0, 1050, 1983, 144, 
AZ: Sasabe                                                  , 2012, 06 - JUN, 0, 17, 25, 0, 0, 0, 0, 0, 0, 1092, 2153, 23, 
AZ: Sasabe                                                  , 2012, 07 - JUL, 0, 8, 26, 0, 0, 0, 0, 0, 0, 1077, 2050, 27, 
AZ: Sasabe                                                  , 2012, 08 - AUG, 0, 13, 25, 0, 0, 0, 0, 0, 0, 1052, 2015, 137, 
AZ: Sasabe                                                  , 2012, 09 - SEP, 0, 21, 19, 0, 0, 0, 0, 0, 0, 1054, 1691, 108, 
AZ: Sasabe                                                  , 2012, 10 - OCT, 0, 23, 24, 0, 0, 0, 0, 0, 0, 1094, 1782, 87, 
AZ: Sasabe                                                  , 2012, 11 - NOV, 0, 29, 26, 0, 0, 0, 0, 0, 0, 1319, 2313, 109, 
AZ: Sasabe                                                  , 2012, 12 - DEC, 0, 24, 21, 0, 0, 0, 0, 0, 0, 1281, 2367, 44, 
CA: Andrade                                                 , 2012, 01 - JAN, 0, 29, 0, 0, 0, 0, 0, 0, 0, 37026, 71448, 115965, 
CA: Andrade                                                 , 2012, 02 - FEB, 25, 26, 0, 0, 0, 0, 0, 0, 0, 37232, 67499, 125437, 
CA: Andrade                                                 , 2012, 03 - MAR, 30, 0, 0, 0, 0, 0, 0, 0, 0, 39363, 71874, 132489, 
CA: Andrade                                                 , 2012, 04 - APR, 24, 24, 0, 0, 0, 0, 0, 0, 0, 35421, 73182, 79104, 
CA: Andrade                                                 , 2012, 05 - MAY, 29, 29, 0, 0, 0, 0, 0, 0, 0, 35960, 71285, 51168, 
CA: Andrade                                                 , 2012, 06 - JUN, 24, 19, 0, 0, 0, 0, 0, 0, 0, 33883, 67526, 38247, 
CA: Andrade                                                 , 2012, 07 - JUL, 22, 22, 0, 0, 0, 0, 0, 0, 0, 33594, 70000, 33293, 
CA: Andrade                                                 , 2012, 08 - AUG, 35, 24, 0, 0, 0, 0, 0, 0, 0, 32937, 66942, 28634, 
CA: Andrade                                                 , 2012, 09 - SEP, 18, 18, 0, 0, 0, 0, 0, 0, 0, 32139, 65044, 41023, 
CA: Andrade                                                 , 2012, 10 - OCT, 28, 28, 0, 0, 0, 0, 0, 0, 0, 33185, 66135, 60263, 
CA: Andrade                                                 , 2012, 11 - NOV, 23, 19, 0, 0, 0, 0, 0, 0, 0, 30529, 66325, 97058, 
CA: Andrade                                                 , 2012, 12 - DEC, 21, 21, 0, 0, 0, 0, 0, 0, 0, 34346, 71400, 90510, 
CA: Calexico                                                , 2012, 01 - JAN, 0, 0, 0, 0, 0, 0, 0, 0, 0, 360355, 625415, 415687, 
CA: Calexico                                                , 2012, 02 - FEB, 0, 0, 0, 0, 0, 0, 0, 0, 0, 336700, 570549, 405254, 
CA: Calexico                                                , 2012, 03 - MAR, 0, 0, 0, 0, 0, 0, 0, 0, 0, 351883, 593520, 440551, 
CA: Calexico                                                , 2012, 04 - APR, 0, 0, 0, 0, 0, 0, 0, 0, 0, 330328, 572960, 393583, 
CA: Calexico                                                , 2012, 05 - MAY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 343049, 576426, 436145, 
CA: Calexico                                                , 2012, 06 - JUN, 0, 0, 0, 0, 0, 0, 0, 0, 0, 323529, 551267, 403800, 
CA: Calexico                                                , 2012, 07 - JUL, 0, 0, 0, 0, 0, 0, 0, 0, 0, 319515, 560186, 372315, 
CA: Calexico                                                , 2012, 08 - AUG, 0, 0, 0, 0, 0, 0, 0, 0, 0, 325551, 555202, 362351, 
CA: Calexico                                                , 2012, 09 - SEP, 0, 0, 0, 0, 0, 0, 0, 0, 0, 330562, 559391, 359268, 
CA: Calexico                                                , 2012, 10 - OCT, 0, 0, 0, 0, 0, 0, 0, 0, 0, 348254, 587522, 414869, 
CA: Calexico                                                , 2012, 11 - NOV, 0, 0, 0, 0, 0, 0, 0, 0, 0, 342714, 587551, 432530, 
CA: Calexico                                                , 2012, 12 - DEC, 0, 0, 0, 0, 0, 0, 0, 0, 0, 357650, 641412, 449515, 
CA: Calexico East                                           , 2012, 01 - JAN, 26381, 13839, 13694, 20, 103, 952, 21, 250, 8750, 241558, 442904, 14568, 
CA: Calexico East                                           , 2012, 02 - FEB, 26384, 15355, 13354, 21, 89, 826, 22, 252, 8820, 237444, 427836, 16545, 
CA: Calexico East                                           , 2012, 03 - MAR, 29055, 16291, 14937, 22, 51, 760, 24, 287, 10045, 257932, 460902, 22623, 
CA: Calexico East                                           , 2012, 04 - APR, 25792, 12770, 14014, 20, 30, 626, 19, 264, 9240, 249141, 459346, 28619, 
CA: Calexico East                                           , 2012, 05 - MAY, 28412, 14180, 15274, 22, 77, 530, 22, 268, 9380, 258566, 459559, 25020, 
CA: Calexico East                                           , 2012, 06 - JUN, 27852, 13956, 15153, 21, 50, 327, 21, 234, 8190, 244375, 443677, 22429, 
CA: Calexico East                                           , 2012, 07 - JUL, 27220, 12919, 15243, 21, 67, 313, 23, 222, 7770, 242734, 460095, 27959, 
CA: Calexico East                                           , 2012, 08 - AUG, 28572, 13983, 15586, 23, 34, 329, 25, 209, 7315, 244002, 454087, 22863, 
CA: Calexico East                                           , 2012, 09 - SEP, 25053, 12461, 13762, 19, 44, 335, 19, 126, 5040, 242370, 449000, 24502, 
CA: Calexico East                                           , 2012, 10 - OCT, 27764, 13750, 14947, 23, 48, 327, 23, 141, 5640, 262401, 471126, 28330, 
CA: Calexico East                                           , 2012, 11 - NOV, 26570, 13706, 13853, 21, 50, 342, 23, 136, 5440, 260832, 475100, 34258, 
CA: Calexico East                                           , 2012, 12 - DEC, 23369, 11901, 12100, 19, 33, 266, 19, 175, 7000, 275619, 526782, 50883, 
CA: Otay Mesa                                               , 2012, 01 - JAN, 58502, 37961, 20541, 3, 0, 63, 6, 2521, 9345, 399817, 702314, 218736, 
CA: Otay Mesa                                               , 2012, 02 - FEB, 58044, 38770, 19274, 20, 0, 296, 40, 2509, 9910, 400880, 683746, 222190, 
CA: Otay Mesa                                               , 2012, 03 - MAR, 66831, 46942, 19889, 20, 0, 279, 40, 3266, 13986, 439887, 744002, 249751, 
CA: Otay Mesa                                               , 2012, 04 - APR, 63591, 45574, 18017, 17, 0, 326, 34, 3522, 14635, 433517, 763450, 247140, 
CA: Otay Mesa                                               , 2012, 05 - MAY, 68937, 50232, 18705, 21, 0, 300, 42, 3244, 14448, 459380, 783225, 271918, 
CA: Otay Mesa                                               , 2012, 06 - JUN, 66872, 47028, 19844, 19, 0, 370, 38, 3046, 14545, 432637, 737756, 277238, 
CA: Otay Mesa                                               , 2012, 07 - JUL, 66751, 45900, 20851, 21, 0, 334, 42, 3151, 12665, 448260, 815513, 314908, 
CA: Otay Mesa                                               , 2012, 08 - AUG, 70450, 50014, 23121, 23, 0, 427, 46, 3069, 9413, 466831, 821792, 292990, 
CA: Otay Mesa                                               , 2012, 09 - SEP, 62930, 43678, 19152, 18, 0, 353, 36, 2948, 11445, 444184, 767942, 264403, 
CA: Otay Mesa                                               , 2012, 10 - OCT, 73337, 52004, 21776, 19, 0, 402, 38, 3400, 22700, 479252, 803635, 279241, 
CA: Otay Mesa                                               , 2012, 11 - NOV, 67395, 47067, 19706, 19, 0, 403, 38, 3363, 11555, 460422, 789282, 283991, 
CA: Otay Mesa                                               , 2012, 12 - DEC, 55289, 39003, 16286, 15, 0, 360, 30, 3760, 19025, 481143, 884944, 283286, 
CA: San Ysidro                                              , 2012, 01 - JAN, 0, 0, 0, 0, 0, 0, 0, 5669, 42609, 1004608, 1727713, 660718, 
CA: San Ysidro                                              , 2012, 02 - FEB, 0, 0, 0, 0, 0, 0, 0, 5663, 47495, 901427, 1524581, 641932, 
CA: San Ysidro                                              , 2012, 03 - MAR, 0, 0, 0, 0, 0, 0, 0, 5012, 44387, 964676, 1635362, 691227, 
CA: San Ysidro                                              , 2012, 04 - APR, 0, 0, 0, 0, 0, 0, 0, 5080, 42701, 929996, 1630516, 672867, 
CA: San Ysidro                                              , 2012, 05 - MAY, 0, 0, 0, 0, 0, 0, 0, 5339, 46867, 975185, 1670706, 682848, 
CA: San Ysidro                                              , 2012, 06 - JUN, 0, 0, 0, 0, 0, 0, 0, 5686, 42313, 944823, 1616670, 671448, 
CA: San Ysidro                                              , 2012, 07 - JUL, 0, 0, 0, 0, 0, 0, 0, 5944, 56877, 986585, 1775986, 734974, 
CA: San Ysidro                                              , 2012, 08 - AUG, 0, 0, 0, 0, 0, 0, 0, 6107, 54510, 995273, 1735472, 723115, 
CA: San Ysidro                                              , 2012, 09 - SEP, 0, 0, 0, 0, 0, 0, 0, 5824, 48776, 937289, 1628489, 651408, 
CA: San Ysidro                                              , 2012, 10 - OCT, 0, 0, 0, 0, 0, 0, 0, 5832, 48477, 976455, 1658141, 660569, 
CA: San Ysidro                                              , 2012, 11 - NOV, 0, 0, 0, 0, 0, 0, 0, 5959, 49928, 936709, 1637658, 670040, 
CA: San Ysidro                                              , 2012, 12 - DEC, 0, 0, 0, 0, 0, 0, 0, 6079, 58649, 928925, 1703619, 673333, 
CA: Tecate                                                  , 2012, 01 - JAN, 3591, 2143, 1443, 0, 0, 0, 0, 15, 287, 69185, 129199, 47216, 
CA: Tecate                                                  , 2012, 02 - FEB, 3290, 2030, 1317, 0, 0, 0, 0, 16, 185, 65059, 122794, 45922, 
CA: Tecate                                                  , 2012, 03 - MAR, 3649, 2154, 1477, 0, 0, 0, 0, 17, 218, 67424, 128137, 57143, 
CA: Tecate                                                  , 2012, 04 - APR, 3670, 2239, 1427, 0, 0, 0, 0, 15, 158, 64541, 129601, 55117, 
CA: Tecate                                                  , 2012, 05 - MAY, 3927, 2302, 1616, 0, 0, 0, 0, 12, 403, 67787, 128483, 61304, 
CA: Tecate                                                  , 2012, 06 - JUN, 3710, 2143, 1558, 0, 0, 0, 0, 8, 103, 65849, 127864, 57986, 
CA: Tecate                                                  , 2012, 07 - JUL, 3684, 2079, 1601, 0, 0, 0, 0, 7, 177, 67496, 138447, 62367, 
CA: Tecate                                                  , 2012, 08 - AUG, 4022, 2292, 1729, 0, 0, 0, 0, 5, 90, 61510, 129008, 62335, 
CA: Tecate                                                  , 2012, 09 - SEP, 3479, 1956, 1521, 0, 0, 0, 0, 4, 33, 61564, 118015, 59465, 
CA: Tecate                                                  , 2012, 10 - OCT, 3951, 2126, 1795, 0, 0, 0, 0, 1, 1, 60175, 115709, 62256, 
CA: Tecate                                                  , 2012, 11 - NOV, 3376, 1758, 1627, 0, 0, 0, 0, 5, 45, 59929, 115489, 60370, 
CA: Tecate                                                  , 2012, 12 - DEC, 2896, 1449, 1503, 0, 0, 0, 0, 5, 23, 63128, 130082, 71261, 
NM: Columbus                                                , 2012, 01 - JAN, 445, 278, 45, 0, 0, 0, 0, 113, 1356, 20390, 43104, 20595, 
