Table 1: Border Crossing/Entry Query Results at Port Level (Monthly)
Port Name, Year, Month, Trucks, Loaded Truck Containers, Empty Truck Containers, Trains, Loaded Rail Containers, Empty Rail Containers, Train Passengers, Buses, Bus Passengers, Personal Vehicles, Personal Vehicle Passengers, Pedestrians, 
AZ: Douglas                                                 , 2008, 01 - JAN, 2040, 1174, 742, 0, 0, 0, 0, 235, 1244, 131047, 301408, 66796, 
AZ: Douglas                                                 , 2008, 02 - FEB, 2089, 1289, 730, 0, 0, 0, 0, 163, 1129, 139925, 321828, 71378, 
AZ: Douglas                                                 , 2008, 03 - MAR, 2006, 1283, 631, 0, 0, 0, 0, 244, 1754, 141092, 324512, 78992, 
AZ: Douglas                                                 , 2008, 04 - APR, 2241, 1472, 697, 0, 0, 0, 0, 213, 1258, 145815, 335374, 101019, 
AZ: Douglas                                                 , 2008, 05 - MAY, 2186, 1313, 844, 0, 0, 0, 0, 213, 1343, 148848, 342350, 132128, 
AZ: Douglas                                                 , 2008, 06 - JUN, 2077, 1333, 649, 0, 0, 0, 0, 218, 1186, 140391, 322899, 116080, 
AZ: Douglas                                                 , 2008, 07 - JUL, 2040, 1402, 622, 0, 0, 0, 0, 219, 1584, 144789, 333015, 119267, 
AZ: Douglas                                                 , 2008, 08 - AUG, 2005, 1300, 669, 0, 0, 0, 0, 173, 1212, 153646, 353386, 132194, 
AZ: Douglas                                                 , 2008, 09 - SEP, 2082, 1272, 753, 0, 0, 0, 0, 187, 1104, 147170, 338491, 113263, 
AZ: Douglas                                                 , 2008, 10 - OCT, 2362, 1467, 780, 0, 0, 0, 0, 236, 1439, 131156, 294570, 121574, 
AZ: Douglas                                                 , 2008, 11 - NOV, 1876, 1158, 638, 0, 0, 0, 0, 219, 1552, 129515, 297885, 119332, 
AZ: Douglas                                                 , 2008, 12 - DEC, 2058, 1278, 676, 0, 0, 0, 0, 216, 0, 137151, 0, 0, 
AZ: Lukeville                                               , 2008, 01 - JAN, 43, 0, 0, 0, 0, 0, 0, 125, 4875, 32599, 94537, 10955, 
AZ: Lukeville                                               , 2008, 02 - FEB, 33, 0, 0, 0, 0, 0, 0, 131, 5109, 24364, 70656, 13551, 
AZ: Lukeville                                               , 2008, 03 - MAR, 43, 0, 0, 0, 0, 0, 0, 111, 4329, 44016, 127646, 12745, 
AZ: Lukeville                                               , 2008, 04 - APR, 43, 0, 0, 0, 0, 0, 0, 125, 4875, 31226, 90555, 8211, 
AZ: Lukeville                                               , 2008, 05 - MAY, 39, 0, 0, 0, 0, 0, 0, 136, 5304, 35988, 104365, 9554, 
