Table 1: Border Crossing/Entry Query Results at Port Level (Monthly)
Port Name, Year, Month, Trucks, Loaded Truck Containers, Empty Truck Containers, Trains, Loaded Rail Containers, Empty Rail Containers, Train Passengers, Buses, Bus Passengers, Personal Vehicles, Personal Vehicle Passengers, Pedestrians, 
AZ: Douglas                                                 , 2003, 01 - JAN, 1895, 1089, 631, 0, 0, 0, 0, 593, 4744, 179088, 393994, 64180, 
AZ: Douglas                                                 , 2003, 02 - FEB, 1809, 1063, 620, 0, 0, 0, 0, 595, 4760, 161552, 387725, 57869, 
AZ: Douglas                                                 , 2003, 03 - MAR, 2086, 1329, 601, 0, 0, 0, 0, 653, 5224, 178865, 500822, 58869, 
AZ: Douglas                                                 , 2003, 04 - APR, 2291, 1472, 630, 0, 0, 0, 0, 662, 2203, 178858, 465031, 61279, 
AZ: Douglas                                                 , 2003, 05 - MAY, 2250, 1249, 669, 0, 0, 0, 0, 596, 1966, 193978, 484945, 101106, 
AZ: Douglas                                                 , 2003, 06 - JUN, 2129, 1161, 758, 0, 0, 0, 0, 610, 4880, 182555, 438132, 76288, 
AZ: Douglas                                                 , 2003, 07 - JUL, 2396, 1432, 779, 0, 0, 0, 0, 294, 2372, 160932, 386236, 68836, 
AZ: Douglas                                                 , 2003, 08 - AUG, 2274, 1285, 842, 0, 0, 0, 0, 562, 4496, 174217, 418121, 72739, 
AZ: Douglas                                                 , 2003, 09 - SEP, 2301, 1300, 772, 0, 0, 0, 0, 327, 2616, 173853, 399862, 54100, 
AZ: Douglas                                                 , 2003, 10 - OCT, 2418, 1334, 755, 0, 0, 0, 0, 540, 4320, 173188, 346376, 55409, 
AZ: Douglas                                                 , 2003, 11 - NOV, 2102, 1101, 783, 0, 0, 0, 0, 531, 4248, 168918, 422295, 57215, 
AZ: Douglas                                                 , 2003, 12 - DEC, 2171, 1162, 800, 0, 0, 0, 0, 465, 3720, 165247, 363543, 48368, 
AZ: Lukeville                                               , 2003, 01 - JAN, 109, 7, 102, 0, 0, 0, 0, 8, 298, 31857, 92385, 7544, 
AZ: Lukeville                                               , 2003, 02 - FEB, 83, 4, 83, 0, 0, 0, 0, 29, 407, 31535, 91451, 5870, 
AZ: Lukeville                                               , 2003, 03 - MAR, 105, 15, 90, 0, 0, 0, 0, 29, 958, 44167, 128084, 6868, 
AZ: Lukeville                                               , 2003, 04 - APR, 118, 12, 106, 0, 0, 0, 0, 11, 408, 39518, 114602, 7355, 
AZ: Lukeville                                               , 2003, 05 - MAY, 105, 11, 94, 0, 0, 0, 0, 5, 147, 44026, 127675, 8643, 
AZ: Lukeville                                               , 2003, 06 - JUN, 93, 10, 83, 0, 0, 0, 0, 5, 195, 39253, 113833, 8227, 
AZ: Lukeville                                               , 2003, 07 - JUL, 28, 0, 28, 0, 0, 0, 0, 0, 0, 34045, 98730, 9139, 
AZ: Lukeville                                               , 2003, 08 - AUG, 29, 0, 30, 0, 0, 0, 0, 1, 380, 26615, 75204, 8582, 
AZ: Lukeville                                               , 2003, 09 - SEP, 40, 4, 37, 0, 0, 0, 0, 1, 39, 26282, 76218, 6251, 
AZ: Lukeville                                               , 2003, 10 - OCT, 52, 7, 45, 0, 0, 0, 0, 8, 269, 36702, 106435, 6699, 
AZ: Lukeville                                               , 2003, 11 - NOV, 29, 3, 26, 0, 0, 0, 0, 6, 295, 31936, 92614, 6396, 
AZ: Lukeville                                               , 2003, 12 - DEC, 30, 2, 28, 0, 0, 0, 0, 28, 1092, 27106, 78607, 8120, 
AZ: Naco                                                    , 2003, 01 - JAN, 207, 129, 79, 0, 0, 0, 0, 0, 0, 27725, 77630, 6569, 
AZ: Naco                                                    , 2003, 02 - FEB, 251, 141, 110, 0, 0, 0, 0, 0, 0, 24997, 89989, 6280, 
AZ: Naco                                                    , 2003, 03 - MAR, 280, 151, 129, 0, 0, 0, 0, 0, 0, 27094, 89410, 6889, 
AZ: Naco                                                    , 2003, 04 - APR, 282, 168, 114, 0, 0, 0, 0, 0, 0, 27561, 96464, 6427, 
AZ: Naco                                                    , 2003, 05 - MAY, 290, 166, 142, 0, 0, 0, 0, 0, 0, 29710, 213912, 6687, 
AZ: Naco                                                    , 2003, 06 - JUN, 282, 142, 123, 0, 0, 0, 0, 17, 425, 27438, 172859, 5193, 
AZ: Naco                                                    , 2003, 07 - JUL, 318, 166, 152, 0, 0, 0, 0, 15, 375, 28447, 184906, 5759, 
AZ: Naco                                                    , 2003, 08 - AUG, 293, 165, 128, 0, 0, 0, 0, 8, 200, 29797, 181762, 6602, 
AZ: Naco                                                    , 2003, 09 - SEP, 308, 166, 142, 0, 0, 0, 0, 18, 450, 26684, 64042, 6528, 
AZ: Naco                                                    , 2003, 10 - OCT, 389, 175, 214, 0, 0, 0, 0, 13, 325, 28091, 174164, 6875, 
AZ: Naco                                                    , 2003, 11 - NOV, 309, 157, 152, 0, 0, 0, 0, 11, 275, 29331, 71394, 6957, 
AZ: Naco                                                    , 2003, 12 - DEC, 434, 147, 287, 0, 0, 0, 0, 23, 575, 32788, 213122, 6752, 
AZ: Nogales                                                 , 2003, 01 - JAN, 28689, 24573, 4116, 40, 1891, 1712, 160, 515, 9132, 318835, 742040, 515366, 
AZ: Nogales                                                 , 2003, 02 - FEB, 25418, 21605, 3813, 41, 1980, 1434, 0, 908, 36330, 314976, 650468, 464045, 
AZ: Nogales                                                 , 2003, 03 - MAR, 28323, 24371, 3952, 46, 2387, 1893, 184, 714, 9394, 331637, 705666, 427902, 
AZ: Nogales                                                 , 2003, 04 - APR, 25200, 21186, 4014, 41, 2781, 1785, 164, 799, 11701, 325038, 812495, 486353, 
AZ: Nogales                                                 , 2003, 05 - MAY, 24494, 20159, 4244, 41, 2836, 1553, 164, 491, 9662, 333383, 770502, 552689, 
AZ: Nogales                                                 , 2003, 06 - JUN, 19252, 15344, 3908, 37, 2561, 1111, 148, 450, 10200, 342023, 923461, 486238, 
AZ: Nogales                                                 , 2003, 07 - JUL, 12755, 9250, 3944, 26, 1518, 1173, 104, 489, 15389, 325142, 877984, 394421, 
